stimulus_index,lr_prominence,lr_amplitude
323,0.23218750581145287,0.2695312350988388
321,0.22968745231628418,0.938749972730875
38,0.2290624976158142,0.5509374961256981
336,0.22031250596046448,0.2409375011920929
548,0.21687495708465576,1.8668749928474426
390,0.2084375023841858,0.49031250923871994
140,0.19749999046325684,0.9973437935113907
349,0.17781251668930054,0.6614062413573265
299,0.1731249950826168,0.40171873569488525
322,0.16187500208616257,0.21375000290572643
