source_index,source_label,label,stimulus_index,stimulus_s,annotation_onset_s,annotation_duration_ms,polarity,start_s,end_s,start_latency_ms,peak_latency_ms,end_latency_ms,duration_ms,peak_width_ms,min_amplitude,max_amplitude,signed_peak_amplitude,absolute_peak_amplitude,p2p_amplitude,prominence,auc_abs,rms,baseline_median,baseline_noise,amplitude_noise_ratio,p2p_noise_ratio,prominence_noise_ratio,bounds_inferred,component_rank,included_in_calibration,exclusion_reason,er_to_mr_ms,mr_to_lr_ms
32,lr,lr,332,305.4909973144531,305.5201416015625,0.0,1,305.51875,305.52175,27.75268554688637,29.2526855468509,30.75268554687227,2.999999999985903,1.8400794309163104,-0.2509375065565109,-0.02781251072883606,-0.02781251072883606,0.2509375065565109,0.22312499582767487,0.20624999701976776,0.337343767285347,0.14323848722806798,0.4415625035762787,0.20501579008698462,1.2239911201475873,1.088330785316618,1.0060200579294867,True,1,True,,,14.250000000004093
33,mr,mr,333,305.9909973144531,306.00872802734375,1.495361328125,-1,306.00875,306.01025,17.752685546895464,17.752685546895464,19.252685546859993,1.4999999999645297,0.875,-1.6576562896370888,-1.4742187038064003,-1.6576562896370888,1.6576562896370888,0.18343758583068848,0.18343758583068848,2.3592578135430813,1.5729807504523006,-0.11484374850988388,0.13922540326751767,11.90627752359208,1.3175583013267942,1.3175583013267942,False,1,True,,-27.749999999969077,
34,lr,lr,333,305.9909973144531,306.02056884765625,1.52587890625,1,306.0205,306.022,29.50268554690183,29.50268554690183,31.00268554686636,1.4999999999645297,0.875,0.1273437486961484,0.17578125,0.17578125,0.17578125,0.048437501303851604,0.048437501303851604,0.23097655933815986,0.15453070643023817,-0.11484374850988388,0.13922540326751767,1.2625659245693928,0.3479070641352736,0.3479070641352736,False,1,True,,,11.750000000006366
35,lr,lr,333,305.9909973144531,306.0296630859375,1.495361328125,1,306.02975,306.03125,38.75268554685363,38.75268554685363,40.252685546875,1.5000000000213731,0.875,0.3257812485098839,0.3810937628149986,0.3810937628149986,0.3810937628149986,0.055312514305114746,0.055312514305114746,0.5212109386920929,0.34885334782804944,-0.11484374850988388,0.13922540326751767,2.7372430165114174,0.3972875136790469,0.3972875136790469,False,2,True,,,20.999999999958163
36,er,er,333,305.9909973144531,306.0364685058594,24.200439453125,1,306.0365,306.06075,45.50268554686454,45.50268554686454,69.75268554685954,24.249999999994998,12.25,-0.3242187574505806,0.11921874852851033,0.11921874852851033,0.3242187574505806,0.44343750597909093,0.44343750597909093,3.913007841387298,0.19125964662848796,-0.11484374850988388,0.13922540326751767,2.3287327588313995,3.18503301532579,3.18503301532579,False,1,False,peak_latency_ms_outlier;duration_ms_outlier,,
37,er,er,334,306.4909973144531,306.50421142578125,1.495361328125,1,306.50425,306.50575,13.252685546888188,14.502685546858629,14.752685546852717,1.4999999999645297,0.3920455715380272,0.03749999962747097,0.1178125012665987,0.1178125012665987,0.1178125012665987,0.08031250163912773,0.005312502384185791,0.1450781268067658,0.0976436253132812,-0.017812499776482582,0.09636899646520614,1.2225145595361129,0.8333852648151673,0.055126675373275896,False,1,True,,,
38,mr,mr,334,306.4909973144531,306.510498046875,1.52587890625,-1,306.5105,306.512,19.50268554685408,19.50268554685408,21.002685546875455,1.5000000000213731,0.875,-2.5899999048560858,-2.2471876051276922,-2.5899999048560858,2.5899999048560858,0.34281229972839355,0.34281229972839355,3.6448046127334237,2.430989885998512,-0.017812499776482582,0.09636899646520614,26.875862568426776,3.557288259737823,3.557288259737823,False,1,True,,4.9999999999954525,
39,lr,lr,334,306.4909973144531,306.5284729003906,1.495361328125,1,306.5285,306.53,37.502685546883185,38.50268554685954,39.002685546847715,1.4999999999645297,0.6458898639397873,0.186874995008111,0.2521874997764826,0.2521874997764826,0.2521874997764826,0.06531250476837158,0.010937497019767761,0.35398437920957804,0.23393387294431672,-0.017812499776482582,0.09636899646520614,2.61689453067548,0.6777335778520072,0.11349601449587292,False,1,True,,,19.000000000005457
40,er,er,336,307.4909973144531,307.501953125,0.0,1,307.50275,307.5035,11.752685546866815,12.252685546854991,12.50268554684908,0.7499999999822649,0.2940848320851282,0.22156249731779099,0.2815624959766865,0.2815624959766865,0.2815624959766865,0.05999999865889549,0.03187499847263098,0.19531249778810889,0.25516672416968583,-0.2368749976158142,0.1429319190636277,1.9699063569652755,0.419780263582593,0.22300825932688606,True,1,True,,,
41,mr,mr,336,307.4909973144531,307.5074462890625,3.021240234375,-1,307.5075,307.5105,16.50268554686818,18.25268554688364,19.50268554685408,2.999999999985903,1.567784471048558,-1.5490625500679016,-1.1406250596046448,-1.5490625500679016,1.5490625500679016,0.40843749046325684,0.17687499523162842,4.286523476243019,1.421342625312461,-0.2368749976158142,0.1429319190636277,10.837765001800049,2.8575666872662393,1.237477229651486,False,1,True,,6.000000000028649,
42,lr,lr,336,307.4909973144531,307.51727294921875,3.021240234375,1,307.51725,307.52025,26.252685546864996,26.252685546864996,29.2526855468509,2.999999999985903,1.625,-0.1587499976158142,0.01812499761581421,0.01812499761581421,0.1587499976158142,0.17687499523162842,0.17687499523162842,0.21742188930511475,0.09250374012715376,-0.2368749976158142,0.1429319190636277,1.1106686222070867,1.237477229651486,1.237477229651486,False,1,True,,,7.999999999981355
43,er,er,337,307.9909973144531,308.00390625,0.0,1,308.0045,308.0055,13.502685546882276,14.502685546858629,14.502685546858629,0.9999999999763531,0.625,0.23218750953674316,0.2665625065565109,0.2665625065565109,0.2665625065565109,0.03437499701976776,0.03437499701976776,0.24468750692903996,0.2459403263369517,-0.3050000071525574,0.0750566417902708,3.5514845881509185,0.45798741057215286,0.45798741057215286,True,1,True,,,
44,mr,mr,337,307.9909973144531,308.0079040527344,3.021240234375,-1,308.008,308.011,17.002685546856355,18.50268554687773,20.0026855468991,3.0000000000427463,1.811498445992148,-1.8490625023841858,-1.2809374928474426,-1.8490625023841858,1.8490625023841858,0.5681250095367432,0.2775000333786011,5.130937442183495,1.6962558088910804,-0.3050000071525574,0.0750566417902708,24.635561334478332,7.569283623483222,3.6972082251430005,False,1,True,,4.000000000019099,
45,lr,lr,337,307.9909973144531,308.02679443359375,1.495361328125,1,308.02675,308.02825,35.752685546867724,35.752685546867724,37.2526855468891,1.5000000000213731,0.875,0.09593750536441803,0.18718750774860382,0.18718750774860382,0.18718750774860382,0.09125000238418579,0.09125000238418579,0.24000000767409801,0.16064676068332967,-0.3050000071525574,0.0750566417902708,2.4939499461174663,1.215748536141062,1.215748536141062,False,1,True,,,17.249999999989996
46,er,er,338,308.4909973144531,308.5039367675781,0.0,1,308.5045,308.5055,13.502685546882276,14.502685546858629,14.502685546858629,0.9999999999763531,0.625,0.7359374817460775,0.8993750270456076,0.8993750270456076,0.8993750270456076,0.16343754529953003,0.16343754529953003,0.8276953082531691,0.8279076935682219,0.057499999180436134,0.06926521689975634,12.984511812721564,2.359590464230611,2.359590464230611,True,1,True,,,
47,mr,mr,338,308.4909973144531,308.5079650878906,3.021240234375,-1,308.508,308.511,17.002685546856355,19.002685546865905,20.0026855468991,3.0000000000427463,1.2769590139493592,-1.2350000087171793,-0.6240624729543924,-1.2350000087171793,1.2350000087171793,0.6109375357627869,0.11750006675720215,3.2460546251386404,1.0822069090262547,0.057499999180436134,0.06926521689975634,17.830017200473442,8.820264529698397,1.69637910651826,False,1,True,,4.500000000007276,
48,lr,lr,338,308.4909973144531,308.5177917480469,4.547119140625,1,308.51775,308.52225,26.752685546853172,29.00268554685681,31.252685546860448,4.500000000007276,2.0458560102521606,-0.2703124973922968,-0.05499999923631549,-0.05499999923631549,0.2703124973922968,0.2153124981559813,0.03093750076368451,0.4733593721903162,0.12879835444938462,0.057499999180436134,0.06926521689975634,3.9025720194236144,3.1085226870449416,0.44665276669036663,False,1,True,,,9.999999999990905
49,er,er,339,308.9909973144531,309.00439453125,1.495361328125,1,309.0045,309.006,13.502685546882276,14.752685546852717,15.002685546846806,1.4999999999645297,0.4419014145104898,0.012968748807907104,0.11359375156462193,0.11359375156462193,0.11359375156462193,0.10062500275671482,0.05062499828636646,0.09898437699303031,0.07008840950662269,-0.13453125208616257,0.12115620814561844,0.9375809403682629,0.8305393862753857,0.41784898241054186,False,1,True,,,
50,mr,mr,339,308.9909973144531,309.01043701171875,52.91748046875,-1,309.0105,309.06325,19.50268554685408,19.50268554685408,72.25268554685726,52.75000000000318,26.5,-1.41921878606081,0.5545312389731407,-1.41921878606081,1.41921878606081,1.9737500250339508,1.9737500250339508,17.802460972452536,0.43662746387495693,-0.13453125208616257,0.12115620814561844,11.713958432530687,16.290952442665485,16.290952442665485,False,1,False,duration_ms_outlier,4.750000000001364,
51,lr,lr,339,308.9909973144531,309.01800537109375,1.495361328125,1,309.018,309.0195,27.00268554684726,28.502685546868634,28.502685546868634,1.5000000000213731,0.875,-0.3635937348008156,-0.29640624672174454,-0.29640624672174454,0.3635937348008156,0.06718748807907104,0.06718748807907104,0.4924609325826168,0.3293247103831481,-0.13453125208616257,0.12115620814561844,3.001032636840284,0.5545525822194597,0.5545525822194597,False,1,True,,,9.000000000014552
52,er,er,346,312.4907531738281,312.5007629394531,0.0,1,312.50125,312.50225,10.496826171902285,11.496826171878638,11.496826171878638,0.9999999999763531,0.625,0.26999999955296516,0.2821875102818012,0.2821875102818012,0.2821875102818012,0.01218751072883606,0.01218751072883606,0.2765234373509884,0.27647088969335937,-0.10218750312924385,0.12185118727907537,2.31583718290334,0.1000196305098205,0.1000196305098205,True,1,True,,,
53,mr,mr,346,312.4907531738281,312.50653076171875,1.52587890625,-1,312.5065,312.508,15.746826171891826,16.49682617187409,17.246826171856355,1.4999999999645297,0.9595089921743875,-2.5681249015033245,-2.4409374110400677,-2.5681249015033245,2.5681249015033245,0.12718749046325684,0.09718751907348633,3.7935155499726534,2.5189818198925864,-0.10218750312924385,0.12185118727907537,21.07591201078375,1.0437936084443702,0.7975918925672679,False,1,True,,4.9999999999954525,
54,lr,lr,346,312.4907531738281,312.51910400390625,3.021240234375,1,312.519,312.52225,28.246826171880457,29.74682617190183,31.496826171860448,3.249999999979991,2.2810262781067747,0.14625000208616257,0.22937500849366188,0.22937500849366188,0.22937500849366188,0.08312500640749931,0.056562505662441254,0.6775390733964741,0.20640975956495278,-0.10218750312924385,0.12185118727907537,1.8824191508969466,0.6821846242426706,0.46419330763594724,False,1,True,,,13.25000000002774
55,er,er,347,312.9907531738281,313.0027160644531,0.0,1,313.0025,313.00425,11.746826171872726,12.74682617184908,13.496826171888188,1.7500000000154614,1.2945784206329414,0.07625000178813934,0.1615625023841858,0.1615625023841858,0.1615625023841858,0.08531250059604645,0.07062499970197678,0.24550781771540642,0.1367942677653175,-0.20656250417232513,0.1315807460233569,1.2278582335709423,0.648366141509052,0.5367426605822719,True,1,True,,,
56,mr,mr,347,312.9907531738281,313.0055847167969,3.021240234375,-1,313.0055,313.0085,14.746826171858629,16.74682617186818,17.746826171901375,3.0000000000427463,1.3953690673516401,-2.1440625339746475,-1.2178125530481339,-2.1440625339746475,2.1440625339746475,0.9262499809265137,0.17812514305114746,5.807343736290932,1.9296304039175103,-0.20656250417232513,0.1315807460233569,16.294652513932814,7.039403627960089,1.353732581965514,False,1,True,,4.000000000019099,
57,lr,lr,347,312.9907531738281,313.01654052734375,0.0,1,313.0145,313.01825,23.74682617187318,25.246826171894554,27.496826171898192,3.750000000025011,2.750136384599224,-0.4881249815225601,-0.4062500149011612,-0.4062500149011612,0.4881249815225601,0.08187496662139893,0.06968748569488525,1.61121092364192,0.43363505851526984,-0.20656250417232513,0.1315807460233569,3.7096991488094546,0.6222412404233162,0.5296176515256649,True,1,True,,,8.500000000026375
58,er,er,349,313.9907531738281,314.0003662109375,1.52587890625,1,314.00025,314.002,9.496826171869088,11.24682617188455,11.24682617188455,1.7500000000154614,1.0,-0.25609375536441803,-0.11328125,-0.11328125,0.25609375536441803,0.14281250536441803,0.14281250536441803,0.3036718796938658,0.1814279865626222,0.18140625208616257,0.04239309198260307,6.040931278839291,3.368768322514061,3.368768322514061,False,1,True,,,
59,mr,mr,349,313.9907531738281,314.0078125,3.021240234375,-1,314.00775,314.01075,16.996826171862267,17.746826171901375,19.99682617184817,2.999999999985903,1.3488145672089717,-2.547031156718731,-2.0782812759280205,-2.547031156718731,2.547031156718731,0.46874988079071045,0.17593741416931152,7.184492193162441,2.386376365853319,0.18140625208616257,0.04239309198260307,60.0812782838289,11.057223214175371,4.150143477185181,False,1,True,,6.500000000016826,
60,lr,lr,349,313.9907531738281,314.0179443359375,6.04248046875,1,314.018,314.024,27.24682617184726,27.24682617184726,33.24682617187591,6.000000000028649,3.125,-0.5595312640070915,-0.44703125208616257,-0.44703125208616257,0.5595312640070915,0.11250001192092896,0.11250001192092896,3.154335979372263,0.5256586641330574,0.18140625208616257,0.04239309198260307,13.198642463652035,2.6537345274814066,2.6537345274814066,False,1,True,,,9.499999999945885
