source_index,source_label,label,stimulus_index,stimulus_s,annotation_onset_s,annotation_duration_ms,polarity,start_s,end_s,start_latency_ms,peak_latency_ms,end_latency_ms,duration_ms,peak_width_ms,min_amplitude,max_amplitude,signed_peak_amplitude,absolute_peak_amplitude,p2p_amplitude,prominence,auc_abs,rms,baseline_median,baseline_noise,amplitude_noise_ratio,p2p_noise_ratio,prominence_noise_ratio,bounds_inferred,component_rank,included_in_calibration,exclusion_reason,er_to_mr_ms,mr_to_lr_ms
61,er,er,350,314.4907531738281,314.5023193359375,1.52587890625,1,314.50225,314.50375,11.496826171878638,11.496826171878638,12.996826171900011,1.5000000000213731,0.875,-0.8914062604308128,-0.7617187723517418,-0.7617187723517418,0.8914062604308128,0.12968748807907104,0.12968748807907104,1.2926953248679638,0.8564368039680911,-0.18953124433755875,0.13528725905790925,6.588988990081094,0.9586082901092612,0.9586082901092612,False,1,True,,,
62,mr,mr,350,314.4907531738281,314.5080261230469,1.495361328125,-1,314.508,314.5095,17.246826171856355,17.996826171895464,18.74682617187773,1.5000000000213731,0.8414069907593033,-2.1417187079787254,-1.9954686984419823,-2.1417187079787254,2.1417187079787254,0.14625000953674316,0.06093740463256836,3.1576953269541264,2.0960877682877754,-0.18953124433755875,0.13528725905790925,15.830897328343166,1.0810331331654914,0.45042973785494694,False,1,True,,6.500000000016826,
63,lr,lr,350,314.4907531738281,314.51385498046875,6.04248046875,1,314.51375,314.52,22.996826171890916,24.746826171849534,29.24682617185681,6.249999999965894,2.4423075655155904,-0.14265625923871994,0.1510937437415123,0.1510937437415123,0.1510937437415123,0.29375000298023224,0.05874999612569809,0.6753515396267176,0.11321544420912365,-0.18953124433755875,0.13528725905790925,1.1168364618639892,2.171305746201078,0.43426111619683533,False,1,True,,,6.7499999999540705
64,er,er,358,318.4884948730469,318.50238037109375,0.0,1,318.502,318.50375,13.50512695313455,14.255126953116815,15.255126953150011,1.7500000000154614,1.2422479373243465,0.44062499329447746,0.48374999687075615,0.48374999687075615,0.48374999687075615,0.043125003576278687,0.03749999403953552,0.8250781195238233,0.4682398496557452,-0.08156250044703484,0.13876209742287174,3.4861825084449976,0.31078373977626633,0.27024666487460075,True,1,True,,,
65,mr,mr,358,318.4884948730469,318.5060119628906,4.547119140625,-1,318.506,318.5105,17.505126953096806,19.00512695311818,22.00512695310408,4.500000000007276,2.685510193893726,-2.1565625853836536,-1.2578125186264515,-2.1565625853836536,2.1565625853836536,0.8987500667572021,0.6968750953674316,8.3110156301409,1.841286691708873,-0.08156250044703484,0.13876209742287174,15.541438371399206,6.476913245396534,5.022085341098108,False,1,True,,4.750000000001364,
66,lr,lr,358,318.4884948730469,318.51727294921875,3.021240234375,1,318.51725,318.52025,28.755126953114996,30.505126953130457,31.7551269531009,2.999999999985903,1.2746703158282973,0.18125000223517418,0.3231250010430813,0.3231250010430813,0.3231250010430813,0.1418749988079071,0.017187505960464478,0.8844140656292439,0.2940225064044232,-0.08156250044703484,0.13876209742287174,2.3286258066449603,1.022433369362737,0.12386311737625488,False,1,True,,,11.500000000012278
67,er,er,361,319.9887390136719,320.0000915527344,1.495361328125,1,320.0,320.0015,11.260986328125,12.510986328152285,12.760986328146373,1.5000000000213731,0.12812507450587707,0.3906249962747097,0.5703124962747097,0.5703124962747097,0.5703124962747097,0.1796875,0.00031250715255737305,0.7685156259685755,0.5118331074783028,-0.08875000104308128,0.13343400150504894,4.274116715694312,1.346639521960232,0.0023420353810310354,False,1,True,,,
68,mr,mr,361,319.9887390136719,320.00445556640625,3.021240234375,-1,320.0045,320.0075,15.760986328132276,17.510986328147737,18.76098632811818,2.999999999985903,1.5215510630110285,-2.0621875561773777,-1.4993749894201756,-2.0621875561773777,2.0621875561773777,0.5628125667572021,0.21875,5.726289015263319,1.8978783709380258,-0.08875000104308128,0.13343400150504894,15.454738169561283,4.217909681258462,1.6393872441255,False,1,True,,4.9999999999954525,
69,lr,lr,361,319.9887390136719,320.01800537109375,3.021240234375,1,320.018,320.021,29.26098632809726,30.01098632813637,32.26098632814001,3.0000000000427463,1.512194824105174,0.4962499998509884,0.5281250141561031,0.5281250141561031,0.5281250141561031,0.031875014305114746,0.02437502145767212,1.5443749986588955,0.5137688613220598,-0.08875000104308128,0.13343400150504894,3.957949309765095,0.23888224849427636,0.18267473944225382,False,1,True,,,12.499999999988631
70,er,er,362,320.4884948730469,320.50054931640625,0.0,1,320.501,320.502,12.505126953101353,13.255126953140461,13.50512695313455,1.0000000000331966,0.6444448565252405,0.527968745213002,0.5539062428288162,0.5539062428288162,0.5539062428288162,0.02593749761581421,0.02593749761581421,0.5433593797497451,0.540388123875697,0.008281250018626451,0.12949584245206788,4.2774056088622405,0.20029598730488063,0.20029598730488063,True,1,True,,,
71,mr,mr,362,320.4884948730469,320.50738525390625,1.52587890625,-1,320.5075,320.509,19.00512695311818,19.00512695311818,20.505126953139552,1.5000000000213731,0.875,-1.8182811927981675,-1.5479687643237412,-1.8182811927981675,1.8182811927981675,0.27031242847442627,0.27031242847442627,2.598710938123986,1.7279110365009476,0.008281250018626451,0.12949584245206788,14.041232199954168,2.0874216759080957,2.0874216759080957,False,1,True,,5.749999999977717,
72,lr,lr,362,320.4884948730469,320.5169372558594,1.495361328125,1,320.517,320.5185,28.505126953120907,28.505126953120907,30.00512695314228,1.5000000000213731,0.875,0.05265625147148967,0.09234375087544322,0.09234375087544322,0.09234375087544322,0.03968749940395355,0.03968749940395355,0.10484374989755452,0.07223142900262028,0.008281250018626451,0.12949584245206788,0.7131020512077344,0.3064770161918028,0.3064770161918028,False,1,True,,,9.500000000002728
73,er,er,366,322.4884948730469,322.50115966796875,0.0,1,322.50175,322.50275,13.255126953140461,14.255126953116815,14.255126953116815,0.9999999999763531,0.625,0.40953126223757863,0.4854687419719994,0.4854687419719994,0.4854687419719994,0.07593747973442078,0.07593747973442078,0.4583984394557774,0.4570700108047215,-0.015781250316649675,0.13088577862652018,3.709102295653329,0.5801812888404536,0.5801812888404536,True,1,True,,,
74,mr,mr,366,322.4884948730469,322.5051574707031,3.021240234375,-1,322.50525,322.50825,16.75512695311454,19.00512695311818,19.755126953100444,2.999999999985903,1.2514710294461222,-0.754218730609864,-0.1370312455110252,-0.754218730609864,0.754218730609864,0.6171874850988388,0.12999999523162842,1.776992176193744,0.6061833231723652,-0.015781250316649675,0.13088577862652018,5.76241925230098,4.715466352230446,0.9932323938919344,False,1,True,,4.750000000001364,
75,lr,lr,366,322.4884948730469,322.514404296875,3.021240234375,1,322.5145,322.5175,26.00512695312318,26.505126953111358,29.005126953109084,2.999999999985903,0.8611108167676853,0.7485937741585076,0.7948437598533928,0.7948437598533928,0.7948437598533928,0.046249985694885254,0.009062528610229492,2.3391796848736703,0.7788894873766021,-0.015781250316649675,0.13088577862652018,6.072804610204924,0.3533614284165938,0.06923997935703334,False,1,True,,,7.499999999993179
76,er,er,367,322.9887390136719,323.0016174316406,0.0,1,323.002,323.003,13.26098632813455,14.260986328110903,14.260986328110903,0.9999999999763531,0.625,0.29250001162290573,0.3296874985098839,0.3296874985098839,0.3296874985098839,0.03718748688697815,0.03718748688697815,0.3099609427154064,0.3104736540399983,0.18312499672174454,0.11420652727335691,2.8867658126121505,0.3256161252322184,0.3256161252322184,True,1,True,,,
77,mr,mr,367,322.9887390136719,323.0078430175781,3.0517578125,-1,323.00775,323.011,19.010986328112267,19.010986328112267,22.2609863281491,3.2500000000368345,1.75,-1.7612499967217445,-0.8081249967217445,-1.7612499967217445,1.7612499967217445,0.953125,0.953125,4.406328098848462,1.38555052680846,0.18312499672174454,0.11420652727335691,15.421622903445241,8.34562632062759,8.34562632062759,False,1,True,,4.750000000001364,
78,lr,lr,367,322.9887390136719,323.01788330078125,1.495361328125,1,323.018,323.0195,29.26098632809726,29.26098632809726,30.760986328118634,1.5000000000213731,0.875,0.18812500685453415,0.26250001043081284,0.26250001043081284,0.26250001043081284,0.07437500357627869,0.07437500357627869,0.3440625071525574,0.23024271390770357,0.18312499672174454,0.11420652727335691,2.2984676681614773,0.6512325114155672,0.6512325114155672,False,1,True,,,10.249999999984993
79,er,er,371,324.9884948730469,325.0016174316406,1.52587890625,1,325.0015,325.00325,13.005126953146373,14.505126953110903,14.755126953104991,1.749999999958618,0.5071430323078139,0.6557812690734863,0.7642187476158142,0.7642187476158142,0.7642187476158142,0.10843747854232788,0.013437479734420776,1.2790234573185444,0.728352310251597,-0.32203125953674316,0.1315807570695877,5.80798260046224,0.8241135022880263,0.10212344140347393,False,1,True,,,
80,mr,mr,371,324.9884948730469,325.00567626953125,3.021240234375,-1,325.00575,325.00875,17.255126953102717,17.755126953147737,20.255126953145464,3.0000000000427463,0.59936269349594,-0.8779687881469727,-0.36109375953674316,-0.8779687881469727,0.8779687881469727,0.5168750286102295,0.033437490463256836,2.063398376107216,0.703790143956301,-0.32203125953674316,0.1315807570695877,6.672471018559734,3.9281961900924114,0.2541214324034715,False,1,True,,3.2500000000368345,
81,lr,lr,371,324.9884948730469,325.0157470703125,4.547119140625,1,325.01575,325.02025,27.255126953150466,28.505126953120907,31.7551269531009,4.4999999999504325,2.0655915001966076,0.46390625834465027,0.6160937547683716,0.6160937547683716,0.6160937547683716,0.1521874964237213,0.09125000238418579,2.49050784856081,0.5528034415990773,-0.32203125953674316,0.1315807570695877,4.682248137868251,1.1566090651327956,0.6934904800397781,False,1,True,,,10.74999999997317
82,er,er,375,326.9884948730469,326.9996337890625,1.52587890625,1,326.99975,327.00125,11.255126953130912,12.755126953152285,12.755126953152285,1.5000000000213731,0.875,0.0481250062584877,0.144687503867317,0.144687503867317,0.144687503867317,0.09656249760882929,0.09656249760882929,0.1691015698670526,0.11536693405847415,-0.1443750038743019,0.1084151210233569,1.3345694078609716,0.890673705820297,0.890673705820297,False,1,True,,,
83,mr,mr,375,326.9884948730469,327.004638671875,4.547119140625,-1,327.00475,327.00925,16.255126953126364,18.005126953141826,20.75512695313364,4.500000000007276,2.6145115539824433,-2.1828125342726707,-1.6046875342726707,-2.1828125342726707,2.1828125342726707,0.578125,0.38499999046325684,8.965546797960997,1.9849502914387747,-0.1443750038743019,0.1084151210233569,20.133838468919908,5.332512610260786,3.55116506654374,False,1,True,,5.249999999989541,
84,lr,lr,375,326.9884948730469,327.0218505859375,1.495361328125,1,327.02175,327.02325,33.25512695312227,34.755126953143645,34.755126953143645,1.5000000000213731,0.875,0.7456249967217445,0.9234375134110451,0.9234375134110451,0.9234375134110451,0.17781251668930054,0.17781251668930054,1.2917578108608723,0.8595079036412029,-0.1443750038743019,0.1084151210233569,8.517608103874183,1.6401080865001543,1.6401080865001543,False,1,True,,,16.75000000000182
85,er,er,381,329.9884948730469,330.0008850097656,1.495361328125,1,330.001,330.0025,12.505126953101353,14.005126953122726,14.005126953122726,1.5000000000213731,0.875,0.19343750178813934,0.42406249791383743,0.42406249791383743,0.42406249791383743,0.2306249961256981,0.2306249961256981,0.46820312086492777,0.32162266579299814,-0.09218750149011612,0.12717927698339335,3.3343678936719394,1.8133850230632491,1.8133850230632491,False,1,True,,,
86,mr,mr,381,329.9884948730469,330.00677490234375,1.495361328125,-1,330.00675,330.00825,18.255126953135914,19.00512695311818,19.755126953100444,1.4999999999645297,0.9495036472267402,-1.0896874889731407,-0.9684374555945396,-1.0896874889731407,1.0896874889731407,0.12125003337860107,0.09593749046325684,1.575429666787386,1.0412860726107742,-0.09218750149011612,0.12717927698339335,8.56812143314377,0.9533788542801159,0.7543484499898835,False,1,True,,4.9999999999954525,
87,lr,lr,381,329.9884948730469,330.0145263671875,3.021240234375,1,330.0145,330.0175,26.00512695312318,26.00512695312318,29.005126953109084,2.999999999985903,1.625,-0.06406249850988388,0.18843749910593033,0.18843749910593033,0.18843749910593033,0.2524999976158142,0.2524999976158142,0.24531250121071935,0.10463585879882027,-0.09218750149011612,0.12717927698339335,1.4816682684124387,1.9853863271198249,1.9853863271198249,False,1,True,,,7.000000000005002
