auto_index,manual_index,overlap_s,intersection_over_union,epoch_index,stim_sample,next_stim_sample,stim_time_s_x,isi_ms,baseline_median_uv,baseline_noise_uv,baseline_noise_outlier,candidate_found,er_found,er_detection_source,er_significant,stim_time_s_y,er_start_ms,er_peak_ms,er_end_ms,er_core_end_ms,er_rebound_ms,er_full_duration_ms,er_width_ms,er_min_uv,er_max_uv,er_depth_uv,er_p2p_uv,er_core_p2p_uv,er_prominence_uv,er_rebound_change_native,er_rebound_depth_ratio,er_morphology_score,effective_noise_uv,er_depth_noise_ratio,er_p2p_noise_ratio,er_prominence_noise_ratio,amplitude_unit,er_threshold_source,er_significance_reason
95.0,215.0,0.021247314453148647,0.531439109434655,521,1781617,1783617,445.40425,500.0,-0.17000000178813934,0.04818449823260307,False,True,True,significant_er,True,445.40425,11.0,13.0,32.25,16.0,32.25,21.25,5.0,-3.5537500381469727,1.2949999570846558,3.3837500363588333,4.848749995231628,1.855625033378601,0.3875000476837158,4.848749995231628,1.4329515901385093,2.775130362088194,0.12092456868588923,27.98232049227632,40.09731064517274,3.2044774018609625,native,verified_mad,significant
32.0,120.0,0.021235595703103627,0.9991040558677192,312,1181966,1183966,295.4915,500.0,-0.14749999344348907,0.14687006603479386,False,True,True,significant_er,True,295.4915,17.0,18.25,38.25,20.5,38.25,21.25,3.5,-0.8918750286102295,0.5831249952316284,0.7443750351667404,1.475000023841858,0.41750001907348633,1.027500033378601,1.475000023841858,1.981528066039261,3.230356537900378,0.14687006603479386,5.068255603496469,10.042890724189006,6.99597992374555,native,verified_mad,significant
73.0,164.0,0.02075000000002092,0.9999058823539492,380,1317954,1319954,329.4885,500.0,-0.10593750327825546,0.1408470051364973,False,True,True,significant_er,True,329.4885,16.75,18.25,37.5,20.75,37.5,20.75,4.0,-1.1415624618530273,1.3971874713897705,1.0356249585747719,2.538749933242798,0.6443749666213989,1.306249961256981,2.538749933242798,2.4514182593055964,3.8441698459107383,0.1408470051364973,7.352836203873341,18.024876927858358,9.27424732951241,native,verified_mad,significant
76.0,167.0,0.020739257812522283,0.9988711725706323,390,1337954,1339954,334.4885,500.0,-0.06468749791383743,0.11768138427883386,False,True,True,significant_er,True,334.4885,17.25,19.0,38.0,23.75,38.0,20.75,6.5,-2.1865625381469727,0.2553125023841858,2.1218750402331352,2.4418750405311584,1.1409375667572021,1.3606250286102295,2.4418750405311584,1.1508100120084659,1.7285866681734166,0.12092456868588923,17.54709620461717,20.19337399394919,11.251849342084954,native,verified_mad,significant
59.0,149.0,0.020738037109367724,0.9987536596533159,360,1277955,1279955,319.48875,500.0,0.5274999737739563,0.08385953775644302,False,True,True,significant_er,True,319.48875,15.75,18.25,36.5,24.0,36.5,20.75,8.25,-2.4024999141693115,-0.038750000298023224,2.929999887943268,2.3637499138712883,1.6268749237060547,1.7340624332427979,2.3637499138712883,0.8067406157924933,3.1292568912307166,0.12092456868588923,24.22998005933902,19.547309033710995,14.34003405666186,native,verified_mad,significant
57.0,147.0,0.020495117187522283,0.744417841625232,357,1271962,1273954,317.9905,498.0,-0.016249999403953552,0.0722767473489046,False,True,True,significant_er,True,317.9905,14.5,16.0,35.0,18.0,35.0,20.5,3.5,-0.9175000190734863,0.5975000262260437,0.9012500196695328,1.51500004529953,0.5740625262260437,0.9528125189244747,1.51500004529953,1.6809986266131178,3.2841555955297075,0.12092456868588923,7.452993460829274,12.528471771810556,7.879395637122161,native,verified_mad,significant
70.0,161.0,0.02049267578127001,0.9989051529222188,373,1303954,1305954,325.9885,500.0,-0.203125,0.13343400530219077,False,True,True,significant_er,True,325.9885,14.75,17.25,35.25,20.5,35.25,20.5,5.75,-1.5371874570846558,1.3293750286102295,1.3340624570846558,2.8665624856948853,0.7531249523162842,0.8581249713897705,2.8665624856948853,2.148746837505061,3.0297138262047607,0.13343400530219077,9.997919601254393,21.48299812482524,6.431081563101977,native,verified_mad,significant
79.0,170.0,0.020477294921875,0.9988924352121072,401,1541618,1543618,385.4045,500.0,-0.1731249988079071,0.06486375441849232,False,True,True,significant_er,True,385.4045,11.75,14.0,32.25,18.75,32.25,20.5,7.0,-1.911562442779541,-0.2615624964237213,1.738437443971634,1.6499999463558197,0.9499999284744263,0.731874942779541,1.6499999463558197,0.9491281679864362,3.1376503373922175,0.12092456868588923,14.376213724502566,13.644869394918581,6.052326262007532,native,verified_mad,significant
72.0,163.0,0.01999999999998181,0.9990243902429938,376,1309954,1311954,327.4885,500.0,-0.17937499284744263,0.08015306338369846,False,True,True,significant_er,True,327.4885,16.0,17.5,36.0,21.5,36.0,20.0,5.5,-0.7784374952316284,0.8759375214576721,0.5990625023841858,1.6543750166893005,0.38343748450279236,0.6343749910593033,1.6543750166893005,2.7616066939678534,3.962740296592655,0.12092456868588923,4.954018103139125,13.681049555666934,5.246038898076541,native,verified_mad,significant
71.0,162.0,0.019989013671875,0.999450683594659,375,1307954,1309954,326.9885,500.0,-0.1471875011920929,0.10841513206958771,False,True,True,significant_er,True,326.9885,15.25,18.0,35.25,23.75,35.25,20.0,8.5,-2.3271875381469727,0.7840625047683716,2.1800000369548798,3.1112500429153442,1.1281250715255737,1.6528125405311584,3.1112500429153442,1.4271788945752844,2.597514769468353,0.12092456868588923,18.027767728637475,25.728849618616817,13.668128474573805,native,verified_mad,significant
34.0,122.0,0.019985839843798203,0.9991334383028713,320,1197965,1199965,299.49125,500.0,-0.11093749850988388,0.1172180611744523,False,True,True,significant_er,True,299.49125,18.0,19.5,38.0,22.0,38.0,20.0,4.0,-0.7231249809265137,0.2421875,0.6121874824166298,0.9653124809265137,0.34312498569488525,0.6149999797344208,0.9653124809265137,1.5768249248023034,2.5361907443877354,0.12092456868588923,5.062556675367049,7.982765548943046,5.085814954047345,native,verified_mad,significant
90.0,190.0,0.019746093749972715,0.6373974513546986,482,1703618,1705618,425.9045,500.0,-0.09437499940395355,0.11397487676739693,False,True,True,significant_er,True,425.9045,12.0,14.25,31.75,19.0,31.75,19.75,7.0,-1.9918750524520874,-0.15968750417232513,1.8975000530481339,1.8321875482797623,1.049375057220459,1.049375057220459,1.8321875482797623,0.9655797085942348,3.179571027882314,0.12092456868588923,15.691600753003591,15.151491282462283,8.677930950047799,native,verified_mad,significant
93.0,204.0,0.019740234374978627,0.7780974835190634,508,1755618,1757618,438.9045,500.0,-0.16875000298023224,0.17420548851191997,False,True,True,significant_er,True,438.9045,11.75,13.75,31.5,18.0,31.5,19.75,6.25,-2.773124933242798,0.4465624988079071,2.6043749302625656,3.219687432050705,1.6684374809265137,1.2521874904632568,3.219687432050705,1.236261106125033,2.5370543213319325,0.17420548851191997,14.95001651503283,18.482123953461997,7.187991039545095,native,verified_mad,significant
65.0,156.0,0.01949389648439137,0.9993366708405522,366,1289954,1291955,322.4885,500.25,-0.012500000186264515,0.12741094164233654,False,True,True,significant_er,True,322.4885,17.0,19.0,36.5,20.75,36.5,19.5,3.75,-0.7699999809265137,1.0325000286102295,0.7574999807402492,1.8025000095367432,0.48093748092651367,1.2396874725818634,1.8025000095367432,2.379538026885878,3.946394114490032,0.12741094164233654,5.945329113622566,14.147136708216607,9.72983526063146,native,verified_mad,significant
92.0,193.0,0.019485839843753183,0.9985112531751854,486,1711618,1713618,427.9045,500.0,-0.06031249836087227,0.08802937389537692,False,True,True,significant_er,True,427.9045,11.5,13.5,31.0,17.5,31.0,19.5,6.0,-2.0,0.9006249904632568,1.9396875016391277,2.900624990463257,1.1190624833106995,0.5640624761581421,2.900624990463257,1.495408403679506,2.652710412544056,0.12092456868588923,16.040474840787844,23.987060875923824,4.664581253321129,native,verified_mad,significant
66.0,157.0,0.019249999999999545,0.9996576862123377,367,1291955,1293954,322.98875,499.75,0.18468749523162842,0.11397486572116612,False,True,True,significant_er,True,322.98875,16.5,18.75,35.75,22.25,35.75,19.25,5.75,-1.589687466621399,0.8678125143051147,1.7743749618530273,2.4574999809265137,1.095312476158142,1.5762499663978815,2.4574999809265137,1.3849947354757985,1.7868138572142787,0.12092456868588923,14.673403272267205,20.32258628360343,13.034985226966661,native,verified_mad,significant
69.0,160.0,0.019249999999999545,0.9996576862123377,372,1301954,1303954,325.4885,500.0,-0.16187499463558197,0.12324114002287387,False,True,True,significant_er,True,325.4885,16.75,18.5,36.0,22.5,36.0,19.25,5.75,-1.5946874618530273,0.17531250417232513,1.4328124672174454,1.7699999660253525,0.786562442779541,1.165937453508377,1.7699999660253525,1.2353326108773557,1.9952165678657132,0.12324114002287387,11.626089039354161,14.362086927277986,9.460618859026914,native,verified_mad,significant
44.0,134.0,0.019242675781242724,0.9988974082750433,337,1231964,1233964,307.991,500.0,-0.3046875,0.07413001767396926,False,True,True,significant_er,True,307.991,16.5,18.5,35.75,22.5,35.75,19.25,6.0,-2.154062509536743,-0.11781249940395355,1.8493750095367432,2.0362500101327896,1.0068750381469727,1.2915624976158142,2.0362500101327896,1.1010476510347447,2.129364843209706,0.12092456868588923,15.293625022890389,16.83900990725966,10.680728586849428,native,verified_mad,significant
94.0,214.0,0.019235595703094077,0.5325956169630164,520,1779617,1781617,444.90425,500.0,-0.21687500178813934,0.06532707752287388,False,True,True,significant_er,True,444.90425,10.5,13.75,29.75,19.0,29.75,19.25,8.5,-4.867812633514404,0.1953125,4.650937631726265,5.063125133514404,2.393125057220459,0.6568751335144043,5.063125133514404,1.0886246031287137,3.8415204143434916,0.12092456868588923,38.46147794669774,41.8701111654676,5.43210648301494,native,verified_mad,significant
89.0,183.0,0.018746093749996362,0.5558378757932181,456,1651619,1653619,412.90475,500.0,0.09843750298023224,0.0694968805231154,False,True,True,significant_er,True,412.90475,11.75,13.5,30.5,19.75,30.5,18.75,8.0,-0.7990624904632568,0.3499999940395355,0.8974999934434891,1.1490624845027924,0.4543749988079071,0.3193749785423279,1.1490624845027924,1.2802924711944779,3.3011670493468874,0.12092456868588923,7.421982176135055,9.502307901445318,2.641109098118255,native,verified_mad,significant
27.0,115.0,0.01873779296875,0.9993489583327274,296,1149971,1151972,287.49275,500.25,0.07312499731779099,0.10331869942992924,False,True,True,significant_er,True,287.49275,16.0,17.75,34.75,22.75,34.75,18.75,6.75,-0.8596875071525574,0.22218750417232513,0.9328125044703484,1.0818750113248825,0.6196875125169754,0.5356250107288361,1.0818750113248825,1.1597990015573085,2.3034630595893946,0.12092456868588923,7.714003155912839,8.946693158237638,4.429414274944927,native,verified_mad,significant
86.0,177.0,0.01850000000001728,0.9986952224062047,424,1587618,1589618,396.9045,500.0,0.04625000059604645,0.09497906305231153,False,True,True,significant_er,True,396.9045,11.5,13.75,30.0,19.0,30.0,18.5,7.5,-2.012500047683716,-0.08531250059604645,2.0587500482797623,1.9271875470876694,1.2000000476837158,0.7271875143051147,1.9271875470876694,0.9360959329171489,3.6779770813190273,0.12092456868588923,17.02507662960967,15.937104990580414,6.013563018728143,native,verified_mad,significant
28.0,116.0,0.018248779296868634,0.9998929837449383,297,1151972,1153968,287.993,499.0,-0.05531249940395355,0.1199979445695877,False,True,True,significant_er,True,287.993,18.75,20.5,37.0,23.25,37.0,18.25,4.5,-1.0206249952316284,0.296875,0.9653124958276749,1.3174999952316284,0.6065624952316284,0.7240625023841858,1.3174999952316284,1.3648429922187864,2.3738310375038982,0.12092456868588923,7.9827656721699585,10.895221786185857,5.987720363634236,native,verified_mad,significant
91.0,192.0,0.018240234375014097,0.9989570798237802,485,1709618,1711618,427.4045,500.0,0.15000000596046448,0.10424531249999999,False,True,True,significant_er,True,427.4045,11.75,14.0,30.0,18.75,30.0,18.25,7.0,-2.530937433242798,0.2640624940395355,2.6809374392032623,2.7949999272823334,1.6003124117851257,1.2453124523162842,2.7949999272823334,1.0425457477713351,3.3202008384648516,0.12092456868588923,22.17032872920309,23.11358194332335,10.298258375856424,native,verified_mad,significant
